id,failure
26570,0.35634175691937425
26571,0.21058965102286403
26572,0.30478941034897716
26573,0.2525150421179302
26574,0.9656799037304452
26575,0.14551143200962696
26576,0.07802647412755716
26577,0.6640673886883273
26578,0.01569193742478941
26579,0.12476534296028881
26580,0.057232250300842356
26581,0.5125872442839952
26582,0.38421179302045727
26583,0.2674849578820698
26584,0.6346570397111914
26585,0.13020457280385078
26586,0.22589651022864018
26587,0.10243080625752106
26588,0.5769434416365824
26589,0.2529482551143201
26590,0.2798074608904934
26591,0.6914079422382672
26592,0.6161251504211793
26593,0.2686883273164862
26594,0.15407942238267147
26595,0.5290974729241877
26596,0.7138868832731649
26597,0.2576654632972323
26598,0.8357641395908544
26599,0.29968712394705177
26600,0.32206979542719616
26601,0.6323947051744886
26602,0.9190854392298435
26603,0.4886161251504212
26604,0.11783393501805055
26605,0.130734055354994
26606,0.01381468110709988
26607,0.23624548736462095
26608,0.039133574007220215
26609,0.6644524669073405
26610,0.14498194945848375
26611,0.129338146811071
26612,0.00529482551143201
26613,0.5019013237063779
26614,0.13222623345367027
26615,0.2583393501805054
26616,0.11735258724428399
26617,0.025511432009626956
26618,0.9921058965102286
26619,0.21660649819494585
26620,0.2841395908543923
26621,0.18252707581227437
26622,0.29829121540312875
26623,0.5968712394705175
26624,0.3221179302045728
26625,0.42243080625752105
26626,0.04654632972322503
26627,0.9711191335740073
26628,0.03210589651022864
26629,0.9284235860409146
26630,0.3100361010830325
26631,0.645294825511432
26632,0.6504933814681108
26633,0.1609626955475331
26634,0.6516967509025271
26635,0.7622141997593261
26636,0.992057761732852
26637,0.4635379061371841
26638,0.9167268351383875
26639,0.03860409145607702
26640,0.39388688327316485
26641,0.4500601684717208
26642,0.8258965102286402
26643,0.6151143200962695
26644,0.17280385078219013
26645,0.31181708784596873
26646,0.6798074608904934
26647,0.6423104693140794
26648,0.34151624548736464
26649,0.5409867629362214
26650,0.49034897713598075
26651,0.39042117930204573
26652,0.66676293622142
26653,0.3000240673886883
26654,0.8247894103489771
26655,0.7096510228640193
26656,0.2665222623345367
26657,0.4061612515042118
26658,0.7005535499398315
26659,0.2700361010830325
26660,0.4473164861612515
26661,0.19812274368231048
26662,0.18113116726835138
26663,0.7718892900120337
26664,0.18117930204572805
26665,0.1948014440433213
26666,0.022478941034897712
26667,0.4152587244283995
26668,0.5382912154031287
26669,0.019975932611311673
26670,0.1522503008423586
26671,0.068014440433213
26672,0.3605294825511432
26673,0.28924187725631767
26674,0.037448856799037304
26675,0.25309265944645004
26676,0.057328519855595665
26677,0.9457039711191336
26678,0.2515523465703971
26679,0.5023345367027677
26680,0.28885679903730443
26681,0.938676293622142
26682,0.16019253910950662
26683,0.9109987966305656
26684,0.7844043321299639
26685,0.125294825511432
26686,0.4075090252707581
26687,0.7242839951865223
26688,0.8034657039711192
26689,0.7098916967509026
26690,0.21367027677496991
26691,0.42373044524669073
26692,0.7023826714801444
26693,0.3437785800240674
26694,0.15263537906137184
26695,0.9432972322503008
26696,0.6426955475330927
26697,0.21703971119133575
26698,0.622430806257521
26699,0.021949458483754514
26700,0.28693140794223826
26701,0.31398315282791817
26702,0.7625030084235861
26703,0.3311672683513839
26704,0.27244283995186525
26705,0.5897954271961492
26706,0.673598074608905
26707,0.5953790613718412
26708,0.5258243080625752
26709,0.007220216606498195
26710,0.7457039711191336
26711,0.5150902527075812
26712,0.35191335740072205
26713,0.905078219013237
26714,0.794705174488568
26715,0.5911432009626956
26716,0.46945848375451266
26717,0.2068832731648616
26718,0.642503008423586
26719,0.3237545126353791
26720,0.24389891696750904
26721,0.03186522262334537
26722,0.9194223826714801
26723,0.28264741275571603
26724,0.550517448856799
26725,0.45025270758122743
26726,0.298676293622142
26727,0.18262334536702768
26728,0.2687364620938628
26729,0.3496028880866426
26730,0.48707581227436825
26731,0.8603128760529483
26732,0.13468110709987965
26733,0.6090493381468111
26734,0.5843561973525873
26735,0.8251263537906137
26736,0.2516967509025271
26737,0.21641395908543923
26738,0.5610108303249097
26739,0.9801203369434416
26740,0.32731648616125153
26741,0.9142719614921782
26742,0.8492900120336944
26743,0.6396149217809868
26744,0.6112154031287605
26745,0.7536943441636582
26746,0.03648616125150421
26747,0.63985559566787
26748,0.055210589651022865
26749,0.6926113116726835
26750,0.22454873646209386
26751,0.6047653429602888
26752,0.6797111913357401
26753,0.18522262334536702
26754,0.6294584837545126
26755,0.02941034897713598
26756,0.03985559566787004
26757,0.6603128760529483
26758,0.8722503008423586
26759,0.6239711191335741
26760,0.7957160048134777
26761,0.0754271961492178
26762,0.0457280385078219
26763,0.16197352587244285
26764,0.1137424789410349
26765,0.2021179302045728
26766,0.044861612515042115
26767,0.11176895306859205
26768,0.5777617328519855
26769,0.030613718411552346
26770,0.877641395908544
26771,0.5923465703971119
26772,0.09188929001203369
26773,0.38089049338146813
26774,0.9358844765342961
26775,0.28813477737665466
26776,0.008038507821901323
26777,0.17535499398315282
26778,0.543682310469314
26779,0.7809867629362214
26780,0.2752346570397112
26781,0.4714320096269555
26782,0.7556197352587244
26783,0.9531167268351384
26784,0.12654632972322502
26785,0.5681347773766546
26786,0.018146811070998796
26787,0.04288808664259928
26788,0.5496510228640192
26789,0.8852466907340554
26790,0.09222623345367027
26791,0.7193261131167268
26792,0.6755716004813478
26793,0.8154031287605294
26794,0.3818050541516245
26795,0.6301805054151625
26796,0.6967509025270758
26797,0.42459687123947054
26798,0.4128038507821901
26799,0.768231046931408
26800,0.6341756919374247
26801,0.7186522262334537
26802,0.5524428399518653
26803,0.3636101083032491
26804,0.6018772563176895
26805,0.5674608904933814
26806,0.8617569193742479
26807,0.7473405535499398
26808,0.6339350180505415
26809,0.8290734055354994
26810,0.4021179302045728
26811,0.3703008423586041
26812,0.47951865222623347
26813,0.5057039711191336
26814,0.8687364620938628
26815,0.47321299638989167
26816,0.8019735258724429
26817,0.5878219013237064
26818,0.0899638989169675
26819,0.2502527075812274
26820,0.023730445246690733
26821,0.12255114320096269
26822,0.7298676293622142
26823,0.21371841155234658
26824,0.6274368231046932
26825,0.829265944645006
26826,0.04394705174488568
26827,0.35975932611311673
26828,0.8576654632972323
26829,0.030084235860409144
26830,0.6473646209386281
26831,0.12442839951865223
26832,0.5089290012033695
26833,0.7546570397111914
26834,0.9695306859205777
26835,0.24981949458483754
26836,0.5737665463297232
26837,0.6109265944645006
26838,0.08659446450060168
26839,0.5532611311672684
26840,0.40154031287605296
26841,0.23908543922984357
26842,0.8590132370637786
26843,0.8562695547533092
26844,0.881251504211793
26845,0.07638989169675091
26846,0.9885439229843562
26847,0.6588688327316486
26848,0.05602888086642599
26849,0.4342238267148014
26850,0.5336702767749699
26851,0.4301323706377858
26852,0.633020457280385
26853,0.11407942238267148
26854,0.9863778580024067
26855,0.593453670276775
26856,0.9444043321299639
26857,0.19619735258724427
26858,0.5181227436823105
26859,0.08259927797833935
26860,0.6031287605294825
26861,0.32101083032490974
26862,0.37063778580024065
26863,0.035330926594464504
26864,0.641395908543923
26865,0.02825511432009627
26866,0.730878459687124
26867,0.2790854392298436
26868,0.6101564380264741
26869,0.9755956678700362
26870,0.089338146811071
26871,0.4081829121540313
26872,0.4746089049338147
26873,0.3305415162454874
26874,0.14984356197352589
26875,0.006161251504211793
26876,0.36259927797833935
26877,0.7998074608904934
26878,0.9098435619735259
26879,0.19523465703971118
26880,0.4441395908543923
26881,0.5623586040914561
26882,0.23316486161251504
26883,0.33545126353790616
26884,0.7432009626955476
26885,0.6964620938628159
26886,0.3592298435619735
26887,0.4072202166064982
26888,0.027388688327316488
26889,0.3404572803850782
26890,0.3971600481347774
26891,0.0014921780986762935
26892,0.1584115523465704
26893,0.34262334536702765
26894,0.8748977135980746
26895,0.9616847172081829
26896,0.8436582430806258
26897,0.12154031287605295
26898,0.21174488567990374
26899,0.3263537906137184
26900,0.006690734055354994
26901,0.5110950661853189
26902,0.2996389891696751
26903,0.36409145607701565
26904,0.3214921780986763
26905,0.811841155234657
26906,0.6867870036101082
26907,0.47932611311672685
26908,0.7212515042117931
26909,0.9070998796630566
26910,0.629410348977136
26911,0.3174488567990373
26912,0.03181708784596871
26913,0.6732611311672684
26914,0.01641395908543923
26915,0.48471720818291214
26916,0.026329723225030084
26917,0.8180024067388688
26918,0.6272442839951865
26919,0.7839229843561973
26920,0.7474849578820698
26921,0.024885679903730445
26922,0.7380024067388689
26923,0.8725391095066185
26924,0.07720818291215403
26925,0.001588447653429603
26926,0.8062093862815884
26927,0.9359326113116727
26928,0.49766546329723227
26929,0.7724187725631769
26930,0.6541034897713598
26931,0.4672442839951865
26932,0.05256317689530686
26933,0.16057761732851986
26934,0.13901323706377858
26935,0.014103489771359808
26936,0.22151624548736462
26937,0.2511191335740072
26938,0.3045006016847172
26939,0.7662093862815884
26940,0.0051985559566787
26941,0.029554753309265946
26942,0.6235860409145608
26943,0.22209386281588447
26944,0.15051744885679905
26945,0.9478219013237064
26946,0.9314079422382672
26947,0.262575210589651
26948,0.06488567990373044
26949,0.522647412755716
26950,0.13338146811071
26951,0.31412755716004814
26952,0.699927797833935
26953,0.7598555956678701
26954,0.7333333333333333
26955,0.08471720818291216
26956,0.3158604091456077
26957,0.5408423586040915
26958,0.08808664259927798
26959,0.6575691937424789
26960,0.28856799037304454
26961,0.5975932611311673
26962,0.468158844765343
26963,0.722358604091456
26964,0.09882069795427197
26965,0.21925391095066185
26966,0.7992298435619736
26967,0.6683513838748496
26968,0.19643802647412756
26969,0.9411311672683513
26970,0.9407460890493381
26971,0.8340312876052949
26972,0.45352587244283993
26973,0.36505415162454874
26974,0.6708543922984356
26975,0.2311913357400722
26976,0.14276774969915765
26977,0.7110469314079423
26978,0.901323706377858
26979,0.0019253910950661852
26980,0.7647653429602889
26981,0.024741275571600482
26982,0.6625752105896511
26983,0.7444524669073406
26984,0.33131167268351386
26985,0.16134777376654633
26986,0.8851504211793021
26987,0.45424789410348976
26988,0.41371841155234657
26989,0.13487364620938627
26990,0.6863537906137184
26991,0.8369675090252707
26992,0.3776654632972323
26993,0.9723225030084236
26994,0.7653910950661853
26995,0.37935018050541514
26996,0.11239470517448857
26997,0.7057039711191335
26998,0.6206016847172082
26999,0.3744404332129964
27000,0.5349699157641395
27001,0.09078219013237064
27002,0.757352587244284
27003,0.30324909747292417
27004,0.35335740072202165
27005,0.8304693140794224
27006,0.29554753309265946
27007,0.3112394705174489
27008,0.9496028880866426
27009,0.7534055354993983
27010,0.1725150421179302
27011,0.2522262334536703
27012,0.8967990373044524
27013,0.7584596871239471
27014,0.6041395908543923
27015,0.031239470517448856
27016,0.006498194945848376
27017,0.7865222623345367
27018,0.7989891696750903
27019,0.5197593261131167
27020,0.4770637785800241
27021,0.4943441636582431
27022,0.1699638989169675
27023,0.8913116726835139
27024,0.19119133574007222
27025,0.9782912154031288
27026,0.2781227436823105
27027,0.32567990373044525
27028,0.2644043321299639
27029,0.7850300842358604
27030,0.9909506618531889
27031,0.08154031287605294
27032,0.20784596871239472
27033,0.11302045728038508
27034,0.039951865222623346
27035,0.8643080625752106
27036,0.3633212996389892
27037,0.05448856799037304
27038,0.8723947051744886
27039,0.4762454873646209
27040,0.02055354993983153
27041,0.6804332129963899
27042,0.7699157641395908
27043,0.021227436823104694
27044,0.7011793020457281
27045,0.21954271961492178
27046,9.626955475330927e-05
27047,0.41434416365824306
